Date,Year,PointName,Name Year,Name Year Run,SurveyID,AREA,Route ,Time,Temp (°F),Wind (mph) ,% Cloud,0-3min Passive BACS,4-6min Playback BACS,TotalBACS,TotalNOBO
4/29/2010,2010,K7,K7 2010,K7 2010 2,2010 2,CURE,LK,6:21,44,0,0,2,2,2,0
5/5/2010,2010,K7,K7 2010,K7 2010 3,2010 3,CURE,LK,9:56,70,0,100,3,2,3,0
4/26/2011,2011,K7,K7 2011,K7 2011 1,2011 1,CURE,LK,9:45,75,0,70,0,0,0,1
5/2/2011,2011,K7,K7 2011,K7 2011 2,2011 2,CURE,LK,7:57,60,0,20,0,0,0,1
5/3/2011,2011,K7,K7 2011,K7 2011 3,2011 3,CURE,LK,7:41,66,5,10,0,1,1,0
4/30/2012,2012,K7,K7 2012,K7 2012 1,2012 1,CURE,LK,8:09,,0-5,,0,0,0,0
5/2/2012,2012,K7,K7 2012,K7 2012 2,2012 2,CURE,LK,9:29,72,7,0,0,0,0,0
5/3/2012,2012,K7,K7 2012,K7 2012 3,2012 3,CURE,LK,9:42,72,4,0,0,0,0,0
4/23/2013,2013,K7,K7 2013,K7 2013 1,2013 1,CURE,LK,8:16,51,3,,0,0,0,
4/25/2013,2013,K7,K7 2013,K7 2013 2,2013 2,CURE,LK,9:00,65,5,80,0,0,0,0
5/1/2013,2013,K7,K7 2013,K7 2013 3,2013 3,CURE,LK,9:35,64,0,100,1,1,1,0
4/24/2014,2014,K7,K7 2014,K7 2014 1,2014 1,CURE,LK,9:00,57,2,0,0,0,0,0
4/25/2014,2014,K7,K7 2014,K7 2014 2,2014 2,CURE,LK,9:54,63,2,0,0,0,0,0
4/28/2014,2014,K7,K7 2014,K7 2014 3,2014 3,CURE,LK,7:59,65,0,80,0,0,0,0
5/5/2015,2015,K7,K7 2015,K7 2015 1,2015 1,CURE,LK,7:25,60,0,0,1,1,1,0
5/8/2015,2015,K7,K7 2015,K7 2015 2,2015 2,CURE,LK,8:02,64,1,0,0,0,0,0
4/30/2007,2007,K8,K8 2007,K8 2007 1,2007 1,CURE,LK,7:40,65,1,0,0,0,0,0
5/2/2007,2007,K8,K8 2007,K8 2007 2,2007 2,CURE,LK,10:08,73,5,0,0,0,0,0
5/10/2007,2007,K8,K8 2007,K8 2007 3,2007 3,CURE,LK,7:34,64,0,100,0,0,0,0
4/22/2008,2008,K8,K8 2008,K8 2008 1,2008 1,CURE,LK,7:20,60.1,1,100,0,0,0,0
4/26/2008,2008,K8,K8 2008,K8 2008 2,2008 2,CURE,LK,9:31,78.4,1,0,0,0,0,0
4/30/2008,2008,K8,K8 2008,K8 2008 3,2008 3,CURE,LK,7:12,40,0,0,0,0,0,0
4/27/2009,2009,K8,K8 2009,K8 2009 1,2009 1,CURE,LK,7:31,60,0,0,0,0,0,0
4/29/2009,2009,K8,K8 2009,K8 2009 2,2009 2,CURE,LK,9:30,71,6,0,0,0,0,0
4/30/2007,2007,K9,K9 2007,K9 2007 1,2007 1,CURE,LK,8:04,65,0,0,0,0,0,0
5/2/2007,2007,K9,K9 2007,K9 2007 2,2007 2,CURE,LK,9:56,72,3,0,0,0,0,0
5/10/2007,2007,K9,K9 2007,K9 2007 3,2007 3,CURE,LK,7:56,64,0,100,0,0,0,0
4/22/2008,2008,K9,K9 2008,K9 2008 1,2008 1,CURE,LK,7:45,60.3,1,100,0,0,0,0
4/26/2008,2008,K9,K9 2008,K9 2008 2,2008 2,CURE,LK,9:20,78.4,2,0,0,0,0,0
4/30/2008,2008,K9,K9 2008,K9 2008 3,2008 3,CURE,LK,7:34,43,0,0,0,0,0,0
4/27/2009,2009,K9,K9 2009,K9 2009 1,2009 1,CURE,LK,7:55,62,0,0,0,0,0,0
4/29/2009,2009,K9,K9 2009,K9 2009 2,2009 2,CURE,LK,9:12,69,2,0,0,0,0,0
5/1/2009,2009,K9,K9 2009,K9 2009 3,2009 3,CURE,LK,7:48,63,2,0,0,0,0,0
4/27/2010,2010,K9,K9 2010,K9 2010 1,2010 1,CURE,LK,9:38,66,5,0,0,0,0,0
4/29/2010,2010,K9,K9 2010,K9 2010 2,2010 2,CURE,LK,6:11,44,0,0,0,0,0,0
5/5/2010,2010,K9,K9 2010,K9 2010 3,2010 3,CURE,LK,9:46,70,0,100,0,0,0,0
4/26/2011,2011,K9,K9 2011,K9 2011 1,2011 1,CURE,LK,10:03,76,0,85,0,0,0,0
5/2/2011,2011,K9,K9 2011,K9 2011 2,2011 2,CURE,LK,7:43,59,0,20,0,0,0,1
5/3/2011,2011,K9,K9 2011,K9 2011 3,2011 3,CURE,LK,7:30,66,4,20,0,0,0,0
4/30/2012,2012,K9,K9 2012,K9 2012 1,2012 1,CURE,LK,8:23,,0-10,,0,0,0,0
5/2/2012,2012,K9,K9 2012,K9 2012 2,2012 2,CURE,LK,9:44,75,7,0,0,0,0,0
5/3/2012,2012,K9,K9 2012,K9 2012 3,2012 3,CURE,LK,9:30,70,5,0,0,0,0,0
4/23/2013,2013,K9,K9 2013,K9 2013 1,2013 1,CURE,LK,8:35,51,5,,0,0,0,
4/25/2013,2013,K9,K9 2013,K9 2013 2,2013 2,CURE,LK,9:13,65,3,100,0,0,0,0
5/1/2013,2013,K9,K9 2013,K9 2013 3,2013 3,CURE,LK,9:24,64,3,100,0,0,0,0
4/24/2014,2014,K9,K9 2014,K9 2014 1,2014 1,CURE,LK,9:24,57,1,0,0,0,0,0
4/25/2014,2014,K9,K9 2014,K9 2014 2,2014 2,CURE,LK,9:35,60,1,5,0,0,0,0
4/28/2014,2014,K9,K9 2014,K9 2014 3,2014 3,CURE,LK,8:21,66,0,80,0,0,0,0
5/5/2015,2015,K9,K9 2015,K9 2015 1,2015 1,CURE,LK,7:12,58,0,0,0,0,0,1
5/8/2015,2015,K9,K9 2015,K9 2015 2,2015 2,CURE,LK,8:20,64,4,0,0,0,0,0
5/8/2015,2015,L?,L? 2015,L? 2015 1,2015 1,CURE,LK,6:12,61,1,5,0,0,0,0
4/30/2007,2007,L1,L1 2007,L1 2007 1,2007 1,CURE,LK,6:17,57,0,0,0,0,0,0
5/2/2007,2007,L1,L1 2007,L1 2007 2,2007 2,CURE,LK,10:53,77,3,10,0,0,0,0
5/10/2007,2007,L1,L1 2007,L1 2007 3,2007 3,CURE,LK,6:13,64,0,100,0,0,0,0
4/22/2008,2008,L1,L1 2008,L1 2008 1,2008 1,CURE,LK,6:29,55,3,100,0,0,0,0
4/24/2008,2008,L1,L1 2008,L1 2008 2,2008 2,CURE,LK,10:58,75,0,0,0,0,0,0
4/30/2008,2008,L1,L1 2008,L1 2008 3,2008 3,CURE,LK,6:23,40,0,0,0,0,0,0
4/28/2009,2009,L1,L1 2009,L1 2009 1,2009 1,CURE,LK,6:05,58,0,0,1,1,0,0
4/30/2009,2009,L1,L1 2009,L1 2009 2,2009 2,CURE,LK,10:24,66,1,100,1,1,1,0
5/5/2009,2009,L1,L1 2009,L1 2009 3,2009 3,CURE,LK,6:11,61,0,100,1,1,1,0
4/22/2010,2010,L1,L1 2010,L1 2010 1,2010 1,CURE,LK,6:10,43,0,0,1,0,0,0
4/28/2010,2010,L1,L1 2010,L1 2010 2,2010 2,CURE,LK,9:57,65,2,5,0,0,0,0
5/3/2010,2010,L1,L1 2010,L1 2010 3,2010 3,CURE,LK,6:13,73,3,95,0,0,0,0
4/26/2011,2011,L1,L1 2011,L1 2011 1,2011 1,CURE,LK,6:19,69,0,100,0,0,0,0
5/2/2011,2011,L1,L1 2011,L1 2011 2,2011 2,CURE,LK,10:36,78,0,10,0,0,0,0
5/3/2011,2011,L1,L1 2011,L1 2011 3,2011 3,CURE,LK,10:34,78,5,60,1,0,1,0
4/30/2012,2012,L1,L1 2012,L1 2012 1,2012 1,CURE,LK,6:00,,0-5,,0,0,0,0
5/2/2012,2012,L1,L1 2012,L1 2012 2,2012 2,CURE,LK,6:38,64,2,100,0,0,0,0
5/3/2012,2012,L1,L1 2012,L1 2012 3,2012 3,CURE,LK,6:08,65,0,0,0,0,0,0
4/23/2013,2013,L1,L1 2013,L1 2013 1,2013 1,CURE,LK,6:20,47,,,0,0,0,
4/25/2013,2013,L1,L1 2013,L1 2013 2,2013 2,CURE,LK,6:08,60,1,100,1,1,1,0
5/1/2013,2013,L1,L1 2013,L1 2013 3,2013 3,CURE,LK,6:12,60,1,100,0,0,0,0
4/30/2007,2007,L10,L10 2007,L10 2007 1,2007 1,CURE,LK,9:25,72,1,0,0,0,0,0
5/2/2007,2007,L10,L10 2007,L10 2007 2,2007 2,CURE,LK,9:03,69,0,5,0,0,0,0
5/10/2007,2007,L10,L10 2007,L10 2007 3,2007 3,CURE,LK,7:53,64,1,100,0,0,0,0
4/22/2008,2008,L10,L10 2008,L10 2008 1,2008 1,CURE,LK,8:24,59,2,100,0,0,0,0
4/24/2008,2008,L10,L10 2008,L10 2008 2,2008 2,CURE,LK,9:27,72,1,10,0,0,0,0
4/30/2008,2008,L10,L10 2008,L10 2008 3,2008 3,CURE,LK,7:51,49,0,0,0,0,0,0
4/28/2009,2009,L10,L10 2009,L10 2009 1,2009 1,CURE,LK,8:15,64,2,0,0,0,1,0
4/30/2009,2009,L10,L10 2009,L10 2009 2,2009 2,CURE,LK,8:40,61,5,100,1,1,0,0
5/6/2009,2009,L10,L10 2009,L10 2009 3,2009 3,CURE,LK,7:59,65,1,95,1,1,0,0
4/22/2010,2010,L10,L10 2010,L10 2010 1,2010 1,CURE,LK,8:19,53,1,0,1,1,1,0
4/28/2010,2010,L10,L10 2010,L10 2010 2,2010 2,CURE,LK,8:59,59,2,0,0,0,0,0
5/3/2010,2010,L10,L10 2010,L10 2010 3,2010 3,CURE,LK,7:33,74,0,100,1,0,1,0
4/30/2007,2007,L11,L11 2007,L11 2007 1,2007 1,CURE,LK,8:16,65,0,0,0,0,0,0
5/2/2007,2007,L11,L11 2007,L11 2007 2,2007 2,CURE,LK,8:51,68,6,5,0,0,0,0
5/10/2007,2007,L11,L11 2007,L11 2007 3,2007 3,CURE,LK,8:18,65,0,100,0,0,0,0
4/22/2008,2008,L11,L11 2008,L11 2008 1,2008 1,CURE,LK,8:34,60,4,100,0,0,0,0
4/24/2008,2008,L11,L11 2008,L11 2008 2,2008 2,CURE,LK,9:19,71,0,10,0,0,0,0
4/30/2008,2008,L11,L11 2008,L11 2008 3,2008 3,CURE,LK,7:59,51,0,0,0,0,0,0
4/28/2009,2009,L11,L11 2009,L11 2009 1,2009 1,CURE,LK,8:26,65,3,0,0,1,1,0
4/30/2009,2009,L11,L11 2009,L11 2009 2,2009 2,CURE,LK,8:29,61,2,100,0,0,1,0
5/6/2009,2009,L11,L11 2009,L11 2009 3,2009 3,CURE,LK,8:10,67,1,95,0,0,1,1
4/26/2010,2010,L11,L11 2010,L11 2010 1,2010 1,CURE,LK,8:10,68,2,0,0,0,0,2
4/28/2010,2010,L11,L11 2010,L11 2010 2,2010 2,CURE,LK,8:49,55,1,0,0,0,0,0
5/3/2010,2010,L11,L11 2010,L11 2010 3,2010 3,CURE,LK,7:47,74,1,100,0,0,0,0
4/30/2007,2007,L12,L12 2007,L12 2007 1,2007 1,CURE,LK,8:25,67,2,0,2,0,2,0
5/2/2007,2007,L12,L12 2007,L12 2007 2,2007 2,CURE,LK,8:41,65,3,10,1,1,1,0
5/10/2007,2007,L12,L12 2007,L12 2007 3,2007 3,CURE,LK,8:06,65,0,100,1,1,1,0
4/22/2008,2008,L12,L12 2008,L12 2008 1,2008 1,CURE,LK,8:44,60,3,100,0,0,0,0
4/24/2008,2008,L12,L12 2008,L12 2008 2,2008 2,CURE,LK,9:11,70,1,10,0,0,0,0
4/30/2008,2008,L12,L12 2008,L12 2008 3,2008 3,CURE,LK,8:07,53,0,0,1,1,1,0
4/28/2009,2009,L12,L12 2009,L12 2009 1,2009 1,CURE,LK,8:36,66,1,0,1,1,1,0
4/30/2009,2009,L12,L12 2009,L12 2009 2,2009 2,CURE,LK,8:19,61,2,100,0,1,2,1
5/6/2009,2009,L12,L12 2009,L12 2009 3,2009 3,CURE,LK,8:19,68,0,90,0,0,0,0
4/26/2010,2010,L12,L12 2010,L12 2010 1,2010 1,CURE,LK,8:21,68,4,0,0,0,0,0
4/28/2010,2010,L12,L12 2010,L12 2010 2,2010 2,CURE,LK,8:39,54,1,0,1,1,1,0
5/3/2010,2010,L12,L12 2010,L12 2010 3,2010 3,CURE,LK,7:57,74,3,100,0,0,0,0
4/26/2011,2011,L12,L12 2011,L12 2011 1,2011 1,CURE,LK,7:15,70,1,100,0,0,0,4
5/2/2011,2011,L12,L12 2011,L12 2011 2,2011 2,CURE,LK,9:58,75,0,10,0,0,0,1
5/3/2011,2011,L12,L12 2011,L12 2011 3,2011 3,CURE,LK,9:30,78,4,50,0,0,0,3
4/30/2012,2012,L12,L12 2012,L12 2012 1,2012 1,CURE,LK,10:01,,0-5,,1,1,1,0
5/2/2012,2012,L12,L12 2012,L12 2012 2,2012 2,CURE,LK,7:31,66,5,75,1,0,1,1
5/3/2012,2012,L12,L12 2012,L12 2012 3,2012 3,CURE,LK,7:06,65,0,0,0,0,0,0
4/23/2013,2013,L12,L12 2013,L12 2013 1,2013 1,CURE,LK,7:35,49,3,,1,1,1,
4/25/2013,2013,L12,L12 2013,L12 2013 2,2013 2,CURE,LK,7:20,60,5,100,0,1,1,0
5/1/2013,2013,L12,L12 2013,L12 2013 3,2013 3,CURE,LK,7:20,60,2,100,0,0,0,0
4/24/2014,2014,L12,L12 2014,L12 2014 1,2014 1,CURE,LK,7:18,45,0,0,0,1,1,0
4/25/2014,2014,L12,L12 2014,L12 2014 2,2014 2,CURE,LK,6:30,50,1,5,1,1,1,0
4/28/2014,2014,L12,L12 2014,L12 2014 3,2014 3,CURE,LK,7:14,68,0,80,0,0,0,0
5/5/2015,2015,L12,L12 2015,L12 2015 1,2015 1,CURE,LK,8:10,62,0,0,0,0,0,0
5/8/2015,2015,L12,L12 2015,L12 2015 2,2015 2,CURE,LK,5:53,61,1,2,0,0,0,0
4/30/2007,2007,L13,L13 2007,L13 2007 1,2007 1,CURE,LK,8:38,67,2,0,0,0,0,0
5/2/2007,2007,L13,L13 2007,L13 2007 2,2007 2,CURE,LK,8:28,64,6,15,0,0,0,0
5/10/2007,2007,L13,L13 2007,L13 2007 3,2007 3,CURE,LK,8:29,65,0,100,0,0,0,0
4/22/2008,2008,L13,L13 2008,L13 2008 1,2008 1,CURE,LK,8:57,61,1,100,0,0,0,0
4/24/2008,2008,L13,L13 2008,L13 2008 2,2008 2,CURE,LK,9:00,69,0,0,0,0,0,1
4/30/2008,2008,L13,L13 2008,L13 2008 3,2008 3,CURE,LK,8:15,54,0,0,0,0,0,0
4/28/2009,2009,L13,L13 2009,L13 2009 1,2009 1,CURE,LK,8:50,68,2,0,0,0,0,0
4/30/2009,2009,L13,L13 2009,L13 2009 2,2009 2,CURE,LK,8:00,60,2,100,0,0,0,0
5/6/2009,2009,L13,L13 2009,L13 2009 3,2009 3,CURE,LK,8:30,69,0,90,0,0,0,0
4/26/2010,2010,L13,L13 2010,L13 2010 1,2010 1,CURE,LK,8:32,69,10,0,0,0,0,0
4/30/2007,2007,L14,L14 2007,L14 2007 1,2007 1,CURE,LK,8:51,69,2,0,0,0,0,0
5/2/2007,2007,L14,L14 2007,L14 2007 2,2007 2,CURE,LK,8:17,63,0,10,0,0,0,0
5/10/2007,2007,L14,L14 2007,L14 2007 3,2007 3,CURE,LK,8:38,65,0,100,0,0,0,0
4/22/2008,2008,L14,L14 2008,L14 2008 1,2008 1,CURE,LK,9:07,64,6,60,0,0,0,0
4/24/2008,2008,L14,L14 2008,L14 2008 2,2008 2,CURE,LK,9:50,68,0,0,0,0,0,1
4/30/2008,2008,L14,L14 2008,L14 2008 3,2008 3,CURE,LK,8:24,55,0,0,0,0,0,1
4/28/2009,2009,L14,L14 2009,L14 2009 1,2009 1,CURE,LK,8:59,68,2,0,0,0,0,0
4/30/2009,2009,L14,L14 2009,L14 2009 2,2009 2,CURE,LK,7:50,60,3,100,0,0,0,0
5/6/2009,2009,L14,L14 2009,L14 2009 3,2009 3,CURE,LK,8:39,70,1,90,0,0,0,0
4/26/2010,2010,L14,L14 2010,L14 2010 1,2010 1,CURE,LK,8:44,70,3,0,0,0,0,0
4/28/2010,2010,L14,L14 2010,L14 2010 2,2010 2,CURE,LK,8:31,52,4,0,0,0,0,0
5/3/2010,2010,L14,L14 2010,L14 2010 3,2010 3,CURE,LK,8:07,74,1,90,0,0,0,1
4/26/2011,2011,L14,L14 2011,L14 2011 1,2011 1,CURE,LK,7:45,72,0,100,0,0,0,0
5/2/2011,2011,L14,L14 2011,L14 2011 2,2011 2,CURE,LK,9:49,75,5,10,0,0,0,0
5/3/2011,2011,L14,L14 2011,L14 2011 3,2011 3,CURE,LK,9:41,76,0,75,0,0,0,0
4/30/2012,2012,l14,l14 2012,l14 2012 1,2012 1,CURE,LK,6:38,,0-5,,0,0,0,0
5/2/2012,2012,L14,L14 2012,L14 2012 2,2012 2,CURE,LK,7:19,66,7,75,0,0,0,1
5/3/2012,2012,L14,L14 2012,L14 2012 3,2012 3,CURE,LK,6:55,65,0,0,0,0,0,0
4/23/2013,2013,L14,L14 2013,L14 2013 1,2013 1,CURE,LK,7:14,48,5,,0,0,0,
4/25/2013,2013,L14,L14 2013,L14 2013 2,2013 2,CURE,LK,7:09,60,1,100,0,0,0,0
5/1/2013,2013,L14,L14 2013,L14 2013 3,2013 3,CURE,LK,7:05,60,0,100,0,0,0,0
4/24/2014,2014,L14,L14 2014,L14 2014 1,2014 1,CURE,LK,7:04,45,0,0,0,0,0,0
4/25/2014,2014,L14,L14 2014,L14 2014 2,2014 2,CURE,LK,6:20,49,1,5,0,0,0,0
4/28/2014,2014,L14,L14 2014,L14 2014 3,2014 3,CURE,LK,7:00,67,0,80,0,0,0,0
4/30/2007,2007,L15,L15 2007,L15 2007 1,2007 1,CURE,LK,9:03,70,0,0,0,0,0,0
5/2/2007,2007,L15,L15 2007,L15 2007 2,2007 2,CURE,LK,8:07,62,1,30,0,0,0,0
5/10/2007,2007,L15,L15 2007,L15 2007 3,2007 3,CURE,LK,9:50,65,1,100,0,0,0,0
4/22/2008,2008,L15,L15 2008,L15 2008 1,2008 1,CURE,LK,9:20,66,5,70,0,0,0,0
4/24/2008,2008,L15,L15 2008,L15 2008 2,2008 2,CURE,LK,8:38,67,1,0,0,0,0,0
4/30/2008,2008,L15,L15 2008,L15 2008 3,2008 3,CURE,LK,8:35,56,2,0,0,0,0,0
4/28/2009,2009,L15,L15 2009,L15 2009 1,2009 1,CURE,LK,9:14,69,2,1,0,0,0,0
4/30/2009,2009,L15,L15 2009,L15 2009 2,2009 2,CURE,LK,7:38,59,2,100,0,0,0,1
5/6/2009,2009,L15,L15 2009,L15 2009 3,2009 3,CURE,LK,8:49,71,1,90,0,0,0,0
4/26/2010,2010,L15,L15 2010,L15 2010 1,2010 1,CURE,LK,8:57,71,1,0,0,0,0,0
4/28/2010,2010,L15,L15 2010,L15 2010 2,2010 2,CURE,LK,8:16,51,2,0,0,0,0,0
5/3/2010,2010,L15,L15 2010,L15 2010 3,2010 3,CURE,LK,8:19,75,1,90,0,0,0,0
4/30/2007,2007,L16,L16 2007,L16 2007 1,2007 1,CURE,LK,9:37,73,1,0,1,1,0,0
5/2/2007,2007,L16,L16 2007,L16 2007 2,2007 2,CURE,LK,7:55,62,3,10,0,0,1,0
5/10/2007,2007,L16,L16 2007,L16 2007 3,2007 3,CURE,LK,9:10,66,1,100,1,1,0,0
4/22/2008,2008,L16,L16 2008,L16 2008 1,2008 1,CURE,LK,9:33,68,7,45,0,0,0,0
4/24/2008,2008,L16,L16 2008,L16 2008 2,2008 2,CURE,LK,8:25,66,0,0,2,2,2,0
4/30/2008,2008,L16,L16 2008,L16 2008 3,2008 3,CURE,LK,8:46,58,1,0,1,1,0,0
4/28/2009,2009,L16,L16 2009,L16 2009 1,2009 1,CURE,LK,9:31,70,1,2,1,1,1,0
4/30/2009,2009,L16,L16 2009,L16 2009 2,2009 2,CURE,LK,8:10,60,4,100,0,1,2,0
5/6/2009,2009,L16,L16 2009,L16 2009 3,2009 3,CURE,LK,9:05,72,0,85,2,2,1,0
4/26/2010,2010,L16,L16 2010,L16 2010 1,2010 1,CURE,LK,9:12,72,5,0,0,0,0,0
4/28/2010,2010,L16,L16 2010,L16 2010 2,2010 2,CURE,LK,8:03,51,3,0,0,0,0,0
5/3/2010,2010,L16,L16 2010,L16 2010 3,2010 3,CURE,LK,8:38,76,2,90,0,0,0,1
4/26/2011,2011,L16,L16 2011,L16 2011 1,2011 1,CURE,LK,7:59,73,0,80,1,1,1,4
5/2/2011,2011,L16,L16 2011,L16 2011 2,2011 2,CURE,LK,9:29,73,10,10,0,0,0,0
5/3/2011,2011,L16,L16 2011,L16 2011 3,2011 3,CURE,LK,9:06,76,7,20,1,1,1,1
4/30/2012,2012,L16,L16 2012,L16 2012 1,2012 1,CURE,LK,6:48,,0-5,,1,0,0,0
5/2/2012,2012,L16,L16 2012,L16 2012 2,2012 2,CURE,LK,7:41,66,4,25,0,0,0,0
5/3/2012,2012,L16,L16 2012,L16 2012 3,2012 3,CURE,LK,7:26,68,0,0,2,2,2,0
4/23/2013,2013,L16,L16 2013,L16 2013 1,2013 1,CURE,LK,7:26,48,5,,1,1,1,
4/25/2013,2013,L16,L16 2013,L16 2013 2,2013 2,CURE,LK,7:28,60,5,100,1,1,1,0
5/1/2013,2013,L16,L16 2013,L16 2013 3,2013 3,CURE,LK,7:32,61,1,100,2,0,2,0
4/24/2014,2014,L16,L16 2014,L16 2014 1,2014 1,CURE,LK,7:28,46,1,0,1,1,1,0
4/25/2014,2014,L16,L16 2014,L16 2014 2,2014 2,CURE,LK,6:40,50,1,5,1,1,1,0
4/28/2014,2014,L16,L16 2014,L16 2014 3,2014 3,CURE,LK,11:24,78,0,70,2,2,2,0
5/5/2015,2015,L16,L16 2015,L16 2015 1,2015 1,CURE,LK,8:25,62,0,0,1,1,1,0
5/8/2015,2015,L16,L16 2015,L16 2015 2,2015 2,CURE,LK,6:24,61,1,5,0,0,0,0
4/30/2007,2007,L17,L17 2007,L17 2007 1,2007 1,CURE,LK,9:50,74,1,0,0,0,1,0
5/2/2007,2007,L17,L17 2007,L17 2007 2,2007 2,CURE,LK,7:47,62,4,10,0,0,1,0
5/10/2007,2007,L17,L17 2007,L17 2007 3,2007 3,CURE,LK,9:19,67,1,100,0,0,1,0
4/22/2008,2008,L17,L17 2008,L17 2008 1,2008 1,CURE,LK,9:41,69,7,60,1,2,2,0
4/24/2008,2008,L17,L17 2008,L17 2008 2,2008 2,CURE,LK,8:14,64,1,0,0,0,0,0
4/30/2008,2008,L17,L17 2008,L17 2008 3,2008 3,CURE,LK,8:55,60,1,0,0,1,2,0
4/28/2009,2009,L17,L17 2009,L17 2009 1,2009 1,CURE,LK,9:40,71,2,2,1,2,2,0
4/30/2009,2009,L17,L17 2009,L17 2009 2,2009 2,CURE,LK,7:24,59,2,100,3,3,3,1
5/6/2009,2009,L17,L17 2009,L17 2009 3,2009 3,CURE,LK,9:15,73,0,70,0,1,1,0
4/26/2010,2010,L17,L17 2010,L17 2010 1,2010 1,CURE,LK,9:21,74,5,0,0,0,0,0
4/28/2010,2010,L17,L17 2010,L17 2010 2,2010 2,CURE,LK,7:53,51,1,0,0,0,0,1
5/3/2010,2010,L17,L17 2010,L17 2010 3,2010 3,CURE,LK,8:47,77,0,90,0,1,1,1
4/30/2007,2007,L18,L18 2007,L18 2007 1,2007 1,CURE,LK,10:02,75,0,0,0,0,0,0
5/2/2007,2007,L18,L18 2007,L18 2007 2,2007 2,CURE,LK,7:36,61,0,10,0,0,0,0
5/10/2007,2007,L18,L18 2007,L18 2007 3,2007 3,CURE,LK,9:28,68,1,100,0,0,0,0
4/22/2008,2008,L18,L18 2008,L18 2008 1,2008 1,CURE,LK,9:53,69,4,100,0,0,0,0
4/24/2008,2008,L18,L18 2008,L18 2008 2,2008 2,CURE,LK,8:04,63,0,0,1,1,1,0
4/30/2008,2008,L18,L18 2008,L18 2008 3,2008 3,CURE,LK,9:15,61,1,0,0,0,0,0
4/28/2009,2009,L18,L18 2009,L18 2009 1,2009 1,CURE,LK,9:52,72,1,5,0,0,0,0
5/6/2009,2009,L18,L18 2009,L18 2009 2,2009 2,CURE,LK,9:23,74,0,90,0,0,0,0
4/26/2010,2010,L18,L18 2010,L18 2010 1,2010 1,CURE,LK,9:45,75,5,0,3,4,4,0
4/28/2010,2010,L18,L18 2010,L18 2010 2,2010 2,CURE,LK,7:42,50,0,0,2,2,2,2
5/3/2010,2010,L18,L18 2010,L18 2010 3,2010 3,CURE,LK,9:00,78,0,100,1,1,1,0
4/26/2011,2011,L18,L18 2011,L18 2011 1,2011 1,CURE,LK,11:22,77,0,90,0,1,1,1
5/2/2011,2011,L18,L18 2011,L18 2011 2,2011 2,CURE,LK,9:39,73,0,10,0,0,0,0
5/3/2011,2011,L18,L18 2011,L18 2011 3,2011 3,CURE,LK,9:17,77,6,20,0,0,0,0
4/30/2012,2012,L18,L18 2012,L18 2012 1,2012 1,CURE,LK,9:50,,0-10,,1,1,1,0
5/2/2012,2012,L18,L18 2012,L18 2012 2,2012 2,CURE,LK,11:28,83,2,0,2,2,2,0
5/3/2012,2012,L18,L18 2012,L18 2012 3,2012 3,CURE,LK,7:39,68,0,0,2,2,2,0
4/23/2013,2013,L18,L18 2013,L18 2013 1,2013 1,CURE,LK,10:34,55,3,,0,0,0,
4/25/2013,2013,L18,L18 2013,L18 2013 2,2013 2,CURE,LK,7:38,60,4,100,0,0,0,0
5/3/2013,2013,L18,L18 2013,L18 2013 3,2013 3,CURE,LK,8:24,58,2,30,1,1,1,0
4/24/2014,2014,L18,L18 2014,L18 2014 1,2014 1,CURE,LK,11:19,66,0,0,0,1,1,0
4/25/2014,2014,L18,L18 2014,L18 2014 2,2014 2,CURE,LK,7:44,54,2,0,1,1,1,0
4/28/2014,2014,L18,L18 2014,L18 2014 3,2014 3,CURE,LK,10:20,73,5,80,0,1,1,0
5/5/2015,2015,L18,L18 2015,L18 2015 1,2015 1,CURE,LK,9:18,75,0,5,2,2,2,1
5/8/2015,2015,L18,L18 2015,L18 2015 2,2015 2,CURE,LK,10:14,74,4,20,1,1,1,0
4/30/2007,2007,L19,L19 2007,L19 2007 1,2007 1,CURE,LK,10:15,76,0,0,1,1,1,0
5/2/2007,2007,L19,L19 2007,L19 2007 2,2007 2,CURE,LK,7:25,61,5,10,0,0,0,0
5/10/2007,2007,L19,L19 2007,L19 2007 3,2007 3,CURE,LK,9:37,69,1,100,0,0,0,0
4/22/2008,2008,L19,L19 2008,L19 2008 1,2008 1,CURE,LK,10:03,69,6,100,0,0,0,0
4/24/2008,2008,L19,L19 2008,L19 2008 2,2008 2,CURE,LK,7:50,62,0,0,2,2,2,1
4/30/2008,2008,L19,L19 2008,L19 2008 3,2008 3,CURE,LK,9:34,63,1,0,1,0,0,0
4/28/2009,2009,L19,L19 2009,L19 2009 1,2009 1,CURE,LK,10:03,74,4,15,0,0,0,0
5/6/2009,2009,L19,L19 2009,L19 2009 2,2009 2,CURE,LK,9:34,75,1,90,0,0,0,0
4/26/2010,2010,L19,L19 2010,L19 2010 1,2010 1,CURE,LK,9:31,75,5,0,2,2,2,0
4/30/2007,2007,L2,L2 2007,L2 2007 1,2007 1,CURE,LK,6:34,57,0,0,0,0,0,0
5/2/2007,2007,L2,L2 2007,L2 2007 2,2007 2,CURE,LK,10:38,76,1,10,0,0,0,0
5/10/2007,2007,L2,L2 2007,L2 2007 3,2007 3,CURE,LK,6:29,64,0,100,0,0,0,1
4/22/2008,2008,L2,L2 2008,L2 2008 1,2008 1,CURE,LK,6:45,55,2,80,0,0,0,0
